id,observationID,personID,lat,lon,media,Eventful_Uneventful,Exciting_Monotonous,Pleasant_Unpleasant,Calm_Chaotic,Anxious_Safe,Stressed_Relaxed,Depressed_Cheerful,Detached_Attached,Exhausted_Excited,uncrowded _crowded,accessible_unaccessible,central_remote,green _built-up,clean_polluted,quiet_busy,relaxing_disturbing,mediaType,timestamp,transcription
36,1718271504316,P09,49.795545,9.930225,P09/1718271504316/media/1718271504312.aac,1,2,4,5,3,4,3,3,3,5,1,1,5,2,3,3,Audio,2024-06-13 11:38:24.316,
37,1718271504316,P09,49.795545,9.930225,P09/1718271504316/media/1718271526276.aac,1,2,4,5,3,4,3,3,3,5,1,1,5,2,3,3,Audio,2024-06-13 11:38:24.316, Now I'm in a narrow valley and a lot of restaurants here and there's no trace and no greenness and it's crowded and lots of people here.
38,1718271504316,P09,49.795545,9.930225,P09/1718271504316/media/1718271549151.aac,1,2,4,5,3,4,3,3,3,5,1,1,5,2,3,3,Audio,2024-06-13 11:38:24.316, I feel a little bit uncomfortable because this much noisy like from the time and a lot of people walk by and the road is so narrow and you hardly see the thought the
39,1718271504316,P09,49.795545,9.930225,P09/1718271504316/media/1718271576552.jpg,1,2,4,5,3,4,3,3,3,5,1,1,5,2,3,3,Image,2024-06-13 11:38:24.316,
40,1718271504316,P09,49.795545,9.930225,P09/1718271504316/media/1718271586933.jpg,1,2,4,5,3,4,3,3,3,5,1,1,5,2,3,3,Image,2024-06-13 11:38:24.316,
41,1718271504316,P09,49.795545,9.930225,P09/1718271504316/media/1718271594273.jpg,1,2,4,5,3,4,3,3,3,5,1,1,5,2,3,3,Image,2024-06-13 11:38:24.316,
42,1718272521723,P09,49.7913533,9.93108,P09/1718272521723/media/1718272521716.aac,1,4,4,5,2,2,2,2,2,5,1,1,3,3,3,3,Audio,2024-06-13 11:55:21.723,
43,1718272521723,P09,49.7913533,9.93108,P09/1718272521723/media/1718272553775.aac,1,4,4,5,2,2,2,2,2,5,1,1,3,3,3,3,Audio,2024-06-13 11:55:21.723,
44,1718272521723,P09,49.7913533,9.93108,P09/1718272521723/media/1718272582944.aac,1,4,4,5,2,2,2,2,2,5,1,1,3,3,3,3,Audio,2024-06-13 11:55:21.723, I feel a little bit stressful because there's a lot of cars here and it's noisy. And also nearby here's a Baustelle. And although it has some greenness but it's near the center so it's very crowded.
45,1718272521723,P09,49.7913533,9.93108,P09/1718272521723/media/1718272615619.jpg,1,4,4,5,2,2,2,2,2,5,1,1,3,3,3,3,Image,2024-06-13 11:55:21.723,
46,1718272521723,P09,49.7913533,9.93108,P09/1718272521723/media/1718272623492.jpg,1,4,4,5,2,2,2,2,2,5,1,1,3,3,3,3,Image,2024-06-13 11:55:21.723,
47,1718272521723,P09,49.7913533,9.93108,P09/1718272521723/media/1718272631217.jpg,1,4,4,5,2,2,2,2,2,5,1,1,3,3,3,3,Image,2024-06-13 11:55:21.723,
48,1718273580862,P09,49.7950917,9.9340167,P09/1718273580862/media/1718273580856.aac,1,5,5,5,1,2,2,3,2,5,1,1,4,4,3,3,Audio,2024-06-13 12:13:00.862,
49,1718273580862,P09,49.7950917,9.9340167,P09/1718273580862/media/1718273603182.aac,1,5,5,5,1,2,2,3,2,5,1,1,4,4,3,3,Audio,2024-06-13 12:13:00.862, I'm now in the center of city and there's a lot of stores and restaurants and nearby there's a crock thing.
50,1718273580862,P09,49.7950917,9.9340167,P09/1718273580862/media/1718273646563.aac,1,5,5,5,1,2,2,3,2,5,1,1,4,4,3,3,Audio,2024-06-13 12:13:00.862, I feel a little bit anxious because a lot of bus and cars is passing by and also a lot of people talking here and there's few trees and and a lot of business here.
51,1718273580862,P09,49.7950917,9.9340167,P09/1718273580862/media/1718273655331.jpg,1,5,5,5,1,2,2,3,2,5,1,1,4,4,3,3,Image,2024-06-13 12:13:00.862,
52,1718273580862,P09,49.7950917,9.9340167,P09/1718273580862/media/1718273665637.jpg,1,5,5,5,1,2,2,3,2,5,1,1,4,4,3,3,Image,2024-06-13 12:13:00.862,
53,1718273580862,P09,49.7950917,9.9340167,P09/1718273580862/media/1718273682043.jpg,1,5,5,5,1,2,2,3,2,5,1,1,4,4,3,3,Image,2024-06-13 12:13:00.862,
54,1718274113593,P09,49.79619,9.9352333,P09/1718274113593/media/1718274113589.aac,2,3,3,3,2,2,3,3,3,4,2,2,3,2,3,3,Audio,2024-06-13 12:21:53.593,
55,1718274113593,P09,49.79619,9.9352333,P09/1718274113593/media/1718274143850.aac,2,3,3,3,2,2,3,3,3,4,2,2,3,2,3,3,Audio,2024-06-13 12:21:53.593," I'm in the center of the city center but nearby there's a small garden full of big flowers and trees. Although there are a lot of cars, it gives you some goodness."
56,1718274113593,P09,49.79619,9.9352333,P09/1718274113593/media/1718274203695.aac,2,3,3,3,2,2,3,3,3,4,2,2,3,2,3,3,Audio,2024-06-13 12:21:53.593, I feel less stressful as before although it is near the city center but the small garden gives you a sense of quietness and peaceful. Also there's not many restaurants here so no people talking here just some cars passing by and is less noisy.
57,1718274113593,P09,49.79619,9.9352333,P09/1718274113593/media/1718274217642.jpg,2,3,3,3,2,2,3,3,3,4,2,2,3,2,3,3,Image,2024-06-13 12:21:53.593,
58,1718274113593,P09,49.79619,9.9352333,P09/1718274113593/media/1718274226392.jpg,2,3,3,3,2,2,3,3,3,4,2,2,3,2,3,3,Image,2024-06-13 12:21:53.593,
59,1718274113593,P09,49.79619,9.9352333,P09/1718274113593/media/1718274238587.jpg,2,3,3,3,2,2,3,3,3,4,2,2,3,2,3,3,Image,2024-06-13 12:21:53.593,
60,1718269063538,P11,49.8003079,9.9325363,P11/1718269063538/media/1718269063533.aac,2,3,4,5,2,1,2,3,3,3,1,2,2,2,5,5,Audio,2024-06-13 10:57:43.538,
61,1718269063538,P11,49.8003079,9.9325363,P11/1718269063538/media/1718269287555.aac,2,3,4,5,2,1,2,3,3,3,1,2,2,2,5,5,Audio,2024-06-13 10:57:43.538," Okay, Ortsbeschreibung. Ich bin hier in der Klinikstraße, direkt an der großen Straße. Ich denke, dass es dieser Röntgenring ist. Auf der anderen Seite von der großen Straße ist es sehr viel grüner, so sieht man eigentlich nur Bäume. Und wer nicht? Auf der anderen Seite ist ein kleiner Park. Ich stehe hier direkt an diesem rötlichen Haus, das sehr hoch ist, aber von der Architektur her sehr interessant aussieht. Der Park ist auf der anderen Seite nur recht klein und wenn man Richtung Innenstadt schaut, sieht man eigentlich hauptsächlich nur Häuserfassaden und genau die Straße, viel befahrenen Straße, viele parkende Autos hier in der Klinikstraße, die etwas enger ist."
62,1718269063538,P11,49.8003079,9.9325363,P11/1718269063538/media/1718269428432.aac,2,3,4,5,2,1,2,3,3,3,1,2,2,2,5,5,Audio,2024-06-13 10:57:43.538," Ich fühle mich hier nicht ganz so wohl. Also einerseits weil ich hier noch nie war in Würzburg. Das sind jetzt meine Ersteindrücke. Die Straße, die wir fahren, ist eben sehr laut, was einschüchternd ist. Also wirklich wohl fühlt man sich nicht. Trotzdem grün. Das Haus mit der schönen Architektur ist sehr hoch. Deshalb ist man da sehr eingeschränkt. Sie fühlt sich aber nicht auf eine negative Weise, sondern eher so fast unsicher. Weil man weiß, da ist halt nur Wand. Und der kleine Park finde ich jetzt nicht so ansprechend, weil erstens nicht wirklich viel Schatten ist, obwohl die Bäume da sind, weil die außen rum sind und nicht da, wo man sich aufhält. Außerdem ist es eben sehr klein und es ist eben laut durch die Straße. Dann sind die sehr, ja, recht eckige, langweilige Häuser. Das Grün auf der anderen Seite ist ganz schön, allerdings hat man von dem... auf dieser Seite finde ich jetzt nicht so viel. Also ich würde gerne lieber weiter und komme auch ab und zu Leute vorbei. Und es ist ein bisschen komisch, hier in das Telefon reinzusprechen und hier laufen die Leute rum. Das ist ein bisschen unangenehm für mich. Es ist heute recht hell. Also der Ort ist eigentlich recht hell, aber man steht halt im Schatten von dem hohen Gebäude. Und, genau. Ich hoffe, es nimmt noch auf. Es ist in Schwerbildmodus gegangen, Sicherheitshalber sage ich es nochmal. Man steht hier im Schatten von diesem hohen Haus. Deswegen ist es etwas dunkler, obwohl es stark Sonnenschein ist, aber das finde ich jetzt nicht so schlimm. Das mag ich eigentlich eher, dass man hier im Schatten steht. Es ist ein bisschen kühler und, genau. Also ich stehe hier zwischen dem Park und den Autos. Und es ist jetzt als Aufenthaltsort nicht so dolle. Deswegen gehe ich jetzt am besten einfach weiter, falls man mich überhaupt noch hört. Genau."
63,1718269063538,P11,49.8003079,9.9325363,P11/1718269063538/media/1718269442662.jpg,2,3,4,5,2,1,2,3,3,3,1,2,2,2,5,5,Image,2024-06-13 10:57:43.538,
64,1718269063538,P11,49.8003079,9.9325363,P11/1718269063538/media/1718269459366.jpg,2,3,4,5,2,1,2,3,3,3,1,2,2,2,5,5,Image,2024-06-13 10:57:43.538,
65,1718269063538,P11,49.8003079,9.9325363,P11/1718269063538/media/1718269472262.jpg,2,3,4,5,2,1,2,3,3,3,1,2,2,2,5,5,Image,2024-06-13 10:57:43.538,
66,1718270444854,P11,49.7954817,9.929725,P11/1718270444854/media/1718270716923.aac,2,4,2,2,3,2,3,2,4,2,1,2,5,4,4,3,Audio,2024-06-13 11:20:44.854,
67,1718270444854,P11,49.7954817,9.929725,P11/1718270444854/media/1718270792404.aac,2,4,2,2,3,2,3,2,4,2,1,2,5,4,4,3,Audio,2024-06-13 11:20:44.854," Ich stehe jetzt hier an der Ecke Katharinesgasse, Bauernhardgasse. Ich nehme es jetzt ein zweites Mal auf, weil ich außerdem die Teil gelöscht habe. Ich bin hier eben in dieser recht kleinen Gasse, schattigen Gasse. Da steht ein einzelnes Fahrrad rum, wo man sich wahrscheinlich abstellen soll. Hier sind ein paar kleine Geschäfte und so ein Durchgang zur Galerie Kauf auf die Treppe hoch in so einen Innenhof. Und hier laufen auch einige Leute durch. Ich weiß nicht genau wo in Würzburg, in der Waldstadt ich mich jetzt befinde, also in der Nähe vom Stadtmarkt glaube ich. Und da sitzen auch Richtung Marktplatz, sitzen Leute auch an Restaurant draußen. Hier fährt jetzt gerade ein Auto durch, die Engelstraße. Und ich wäre fast mit einem Fahrrad zusammengekraft. Genau, das sind zwei kleine Gästchen, die hier zusammenkommen."
68,1718270444854,P11,49.7954817,9.929725,P11/1718270444854/media/1718270876401.aac,2,4,2,2,3,2,3,2,4,2,1,2,5,4,4,3,Audio,2024-06-13 11:20:44.854," Genau dann zur Gefühlslage. Ich fühle mich jetzt hier nicht so wohl, auch hier ins Telefon zu sprechen, weil hier ab und zu Leute durchkommen. Das ist ein bisschen komisch, da ins Telefon zu reden. Ich fühle mich aber sonst schon hier wohler, als zum Beispiel jetzt in die Hauptstraße, Hauptgasse, weil es da hauptsächlich Sonne ist und die ganzen Straßenbahnen fahren da durch. Da sind mehr Leute, also da fühle ich mich hier wohler. Ich finde diesen Treppendurchgang auch irgendwie interessant ansprechen. Da wird es mich hinsehen zu sehen, was da in diesem Innenhof ist. Ich würde wahrscheinlich auch bevor zum Tier langlaufen, weil es auch schattig ist, ein bisschen ruhiger. Solange kein Auto durchkommt, hier ist gerade eben, da muss man dann schon aufpassen, vor allem die Fahrradfahrer. Genau. Ja, also ich würde hier dann jetzt weiterschauen. Lange aufhalten würde ich mich jetzt hier nicht. Ich würde hier hauptsächlich weitergehen, hier durchgehen, zur nächsten Hauptachse hin."
69,1718270444854,P11,49.7954817,9.929725,P11/1718270444854/media/1718270900290.jpg,2,4,2,2,3,2,3,2,4,2,1,2,5,4,4,3,Image,2024-06-13 11:20:44.854,
70,1718270444854,P11,49.7954817,9.929725,P11/1718270444854/media/1718270913273.jpg,2,4,2,2,3,2,3,2,4,2,1,2,5,4,4,3,Image,2024-06-13 11:20:44.854,
71,1718270444854,P11,49.7954817,9.929725,P11/1718270444854/media/1718270927767.jpg,2,4,2,2,3,2,3,2,4,2,1,2,5,4,4,3,Image,2024-06-13 11:20:44.854,
72,1718272492896,P11,49.7952817,9.9329783,P11/1718272492896/media/1718272492892.aac,1,1,5,5,1,1,1,2,4,4,1,1,5,2,5,5,Audio,2024-06-13 11:54:52.896,
73,1718272492896,P11,49.7952817,9.9329783,P11/1718272492896/media/1718272655186.aac,1,1,5,5,1,1,1,2,4,4,1,1,5,2,5,5,Audio,2024-06-13 11:54:52.896," Ich bin jetzt an der Kreuzung Herzogenstraße Eichhornstraße Spiegelstraße bei diesem komischen QR-Code, der auf dem Boden ist, der somit so eine Art Platz darstellt. Ich stehe an der westlichen Ecke Eichhornstraße, also nicht auf dem QR-Code, sondern ich stehe bei Pasta e Olio vor der Hausnummer 6 Eichhornstraße und es ist eben hier viel los. Es ist in den Einkaufsstraßen, wo jetzt ein Haufen Leute unterwegs sind, ein Haufen Läden, alles mögliche, DM, Augenoptik, Pasta e Olio, also Restaurants zum Essen. Hier sitzen Leute zum Essen, da sind so Sitzinsel mit Bäumen, da sitzen Leute, stehen Leute rum, es laufen Leute. Da drüben steht im Kanalabflussservice Wagen, in der keine Ahnung, welche Straße das ist. Da suche ich nach Essen und im Moment ist es ein bisschen bewölkt, deswegen ist es schattig, ansonsten wäre man hier der Sonne voll ausgesetzt. Hinter mir geht es dann zu dieser Kirche, keine Ahnung, was der QR-Code auf dem Boden ist, also wahrscheinlich schon so ein Anzugspunkt für diesen Ort hier, der so mehrere Einkaufsstraßen miteinander verbindet. Tauben sind auch hier allerdings überraschend weniger, so in Nürnberg oder so, oder selbst in Erlangen sind glaube ich mehr Tauben unterwegs. Hier zähle ich jetzt vier, fünf auf Anhieb und das war es dann auch schon. Da oben fliegt noch eine sechste Taube, ansonsten ist das so typische süddeutsche oder generell deutsche Einkaufspassagen in Alfstadt-Dingslager."
